za_nr;version;doi;lfd;gewicht;datum;bik;bl;wo;s1;s2;s3;s4;s5;s6;s7;s8;s9;s10;V1_1;V1_2;V1_3;V1_4;V1_5;V2;V3_1;V3_2;V3_3;V4;V5;V6;V7;V8_12;V8_13;V8_14;V8_15;V8_16;V8_17;V8_18;V8_19;V8_20;V8_21;V8_96;V8_97;V8_98;V8_99;V8_o;V9_12;V9_13;V9_14;V9_15;V9_16;V9_17;V9_18;V9_19;V9_20;V9_21;V9_22;V9_23;V9_24;V9_25;V9_96;V9_97;V9_98;V9_99;V9_o;V10_1;V10_2;V10_3;V10_4;V11
7674;1.0.0 (2021-01-02);doi:10.4232/1.13636;225746;,431906;2020/06/18;500000 und mehr;Bayern;West;m;30;Studium;ja;drei;drei;Bündnis `90, Die Grünen;ja;3.500 Euro und mehr;Mobilfunk;wichtig;sehr wichtig;sehr wichtig;weniger wichtig;weniger wichtig;ja;sehr zufrieden;sehr zufrieden;eher zufrieden;weniger gut;weniger stark;ja;eher für Ausbau mit 5G;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;genannt; ;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;genannt;nicht genannt; ;stimme eher zu;stimme eher nicht zu;stimme eher zu;stimme gar nicht zu;nein
7674;1.0.0 (2021-01-02);doi:10.4232/1.13636;226022;,289376;2020/06/17;100000 bis 500000;Schleswig-Holstein;West;w;69;Mittlerer Bildungsabschl;nein;zwei;zwei;Bündnis `90, Die Grünen;ja;3.500 Euro und mehr;Festnetz;wichtig;sehr wichtig;sehr wichtig;wichtig;wichtig;ja;sehr zufrieden;eher unzufrieden;eher unzufrieden;gut;stark;ja;weiß nicht, keine Angabe;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;genannt; ;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;ist der Datenschutz gegeüber Huawei gewährleistet?;stimme eher zu;stimme eher zu;stimme eher zu;stimme gar nicht zu;nein
7674;1.0.0 (2021-01-02);doi:10.4232/1.13636;233903;,244958;2020/06/16;100000 bis 500000;Sachsen;Ost;m;83;Studium;nein;eine Person;eine Person;Die Linke;ja;1.500 bis unter 2.500 Euro;Mobilfunk;weniger wichtig;wichtig;weniger wichtig;weniger wichtig;gar nicht wichtig;ja;eher zufrieden;eher zufrieden;eher zufrieden;gut;gar nicht;ja;eher für Ausbau mit 5G;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;genannt;nicht genannt; ;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;genannt;nicht genannt; ;stimme eher zu;stimme eher nicht zu;stimme eher nicht zu;stimme eher nicht zu;ja
7674;1.0.0 (2021-01-02);doi:10.4232/1.13636;256158;1,083801;2020/06/17;5000 bis 20000;Baden-Württemberg;West;w;78;Mittlerer Bildungsabschl;nein;zwei;zwei;CDU/CSU;ja;2.500 bis unter 3.500 Euro;Mobilfunk;wichtig;sehr wichtig;wichtig;sehr wichtig;gar nicht wichtig;ja;eher unzufrieden;weiß nicht, keine Angabe;eher unzufrieden;weniger gut;stark;nein; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
7674;1.0.0 (2021-01-02);doi:10.4232/1.13636;256769;4,315521;2020/06/18;100000 bis 500000;Baden-Württemberg;West;m;27;Volks-, Hauptschule;ja;vier;vier; ;nein;keine Angabe;Mobilfunk;wichtig;weiß nicht, keine Angabe;sehr wichtig;wichtig;sehr wichtig;ja;sehr zufrieden;weiß nicht, keine Angabe;eher zufrieden;gar nicht gut;weniger stark;ja;eher für Ausbau mit 5G;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;genannt; ;nicht genannt;nicht genannt;nicht genannt;nicht genannt;genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;zu teuer;stimme voll und ganz zu;weiß nicht, keine Angabe;stimme gar nicht zu;stimme gar nicht zu;ja
7674;1.0.0 (2021-01-02);doi:10.4232/1.13636;256899;,597309;2020/06/18;100000 bis 500000;Schleswig-Holstein;West;w;20;Abitur;nein;vier;vier;Bündnis `90, Die Grünen;ja;3.500 Euro und mehr;Festnetz;wichtig;sehr wichtig;wichtig;wichtig;weniger wichtig;ja;sehr zufrieden;eher zufrieden;sehr zufrieden;gut;stark;ja;eher für Ausbau mit 5G;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;genannt; ;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;genannt; ;stimme eher zu;stimme eher nicht zu;stimme eher zu;stimme eher zu;ja
7674;1.0.0 (2021-01-02);doi:10.4232/1.13636;259842;,216027;2020/06/16;500000 und mehr;Hamburg;West;m;57;Studium;ja;zwei;zwei;SPD;ja;3.500 Euro und mehr;Mobilfunk;sehr wichtig;sehr wichtig;sehr wichtig;weniger wichtig;sehr wichtig;ja;eher unzufrieden;eher unzufrieden;eher unzufrieden;gut;stark;ja;eher für Ausbau mit 5G;genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;höhe Datenraten und niedrigere Latenzen;nicht genannt;nicht genannt;nicht genannt;genannt;nicht genannt;genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;womöglich mehr Sendestationen, mehr Strom;stimme eher zu;stimme gar nicht zu;stimme eher zu;stimme gar nicht zu;ja
7674;1.0.0 (2021-01-02);doi:10.4232/1.13636;260966;,253106;2020/06/16;500000 und mehr;Hamburg;West;m;34;Studium;ja;fuenf und mehr;zwei;Bündnis `90, Die Grünen;ja;3.500 Euro und mehr;Mobilfunk;sehr wichtig;wichtig;wichtig;sehr wichtig;sehr wichtig;ja;sehr unzufrieden;eher unzufrieden;sehr unzufrieden;gar nicht gut;gar nicht;ja;eher gegen Ausbau mit 5G;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;genannt; ;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;genannt; ;weiß nicht, keine Angabe;weiß nicht, keine Angabe;stimme gar nicht zu;weiß nicht, keine Angabe;ja
7674;1.0.0 (2021-01-02);doi:10.4232/1.13636;261196;,841139;2020/06/18;bis 2000;Schleswig-Holstein;West;m;80;Volks-, Hauptschule;nein;zwei;zwei;CDU/CSU;ja;1.500 bis unter 2.500 Euro;Festnetz;weniger wichtig;weniger wichtig;gar nicht wichtig;wichtig;weniger wichtig;ja;sehr zufrieden;weiß nicht, keine Angabe;eher zufrieden;gut;stark;ja;eher für Ausbau mit 5G;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;genannt; ;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;genannt; ;weiß nicht, keine Angabe;stimme eher nicht zu;stimme voll und ganz zu;stimme gar nicht zu;ja
7674;1.0.0 (2021-01-02);doi:10.4232/1.13636;266280;,223381;2020/06/17;500000 und mehr;Nordrhein-Westfalen;West;m;64;Abitur;nein;eine Person;eine Person;SPD;ja;bis unter 1.500 Euro;Mobilfunk;sehr wichtig;sehr wichtig;sehr wichtig;wichtig;wichtig;ja;sehr zufrieden;sehr zufrieden;eher zufrieden;sehr gut;sehr stark;ja;eher für Ausbau mit 5G;nicht genannt;nicht genannt;nicht genannt;genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;Unerlässlich für Selbstfahrende Fahrzeuge.;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;genannt;nicht genannt; ;stimme voll und ganz zu;weiß nicht, keine Angabe;stimme voll und ganz zu;stimme gar nicht zu;ja
7674;1.0.0 (2021-01-02);doi:10.4232/1.13636;274281;4,701113;2020/06/16;20000 bis 50000;Sachsen;Ost;m;45;Volks-, Hauptschule;ja;drei;drei;AfD;ja;1.500 bis unter 2.500 Euro;Mobilfunk;wichtig;sehr wichtig;wichtig;sehr wichtig;wichtig;ja;eher zufrieden;eher zufrieden;eher zufrieden;weniger gut;weniger stark;ja;eher für Ausbau mit 5G;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;genannt;nicht genannt; ;genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;die Strahlung;stimme voll und ganz zu;stimme eher zu;stimme gar nicht zu;stimme gar nicht zu;ja
7674;1.0.0 (2021-01-02);doi:10.4232/1.13636;274666;4,052462;2020/06/18;100000 bis 500000;Bayern;West;w;31;Studium;ja;eine Person;eine Person;Bündnis `90, Die Grünen;ja;1.500 bis unter 2.500 Euro;Mobilfunk;weniger wichtig;sehr wichtig;wichtig;weniger wichtig;wichtig;ja;sehr zufrieden;sehr zufrieden;eher zufrieden;weniger gut;stark;ja;eher für Ausbau mit 5G;nicht genannt;nicht genannt;nicht genannt;nicht genannt;genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;besseres Internet;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;genannt; ;stimme voll und ganz zu;stimme eher nicht zu;weiß nicht, keine Angabe;stimme gar nicht zu;weiß nicht, keine Angabe
7674;1.0.0 (2021-01-02);doi:10.4232/1.13636;290988;2,105711;2020/06/18;100000 bis 500000;Sachsen;Ost;m;50;Studium;ja;zwei;zwei;FDP;ja;2.500 bis unter 3.500 Euro;Mobilfunk;wichtig;sehr wichtig;sehr wichtig;sehr wichtig;wichtig;ja;sehr zufrieden;sehr zufrieden;eher zufrieden;sehr gut;sehr stark;ja;eher gegen Ausbau mit 5G;genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;Die höhere Bandbreite mit mobilen Geräten;genannt;genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;Die mögliche Schädlichkeit, die erhöhte Frequeunz und ihre Wirkung auf den Menschen sind noch nicht gut erforscht.;stimme eher zu;stimme eher nicht zu;stimme voll und ganz zu;stimme gar nicht zu;nein
7674;1.0.0 (2021-01-02);doi:10.4232/1.13636;298497;4,812759;2020/06/16;100000 bis 500000;Niedersachsen;West;w;24;Mittlerer Bildungsabschl;ja;zwei;zwei;SPD;ja;3.500 Euro und mehr;Mobilfunk;weniger wichtig;sehr wichtig;sehr wichtig;weniger wichtig;sehr wichtig;ja;eher unzufrieden;sehr zufrieden;eher unzufrieden;gar nicht gut;weniger stark;ja;eher für Ausbau mit 5G;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;bessere Vernetzung;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;genannt; ;stimme eher zu;stimme gar nicht zu;stimme eher zu;stimme gar nicht zu;ja
7674;1.0.0 (2021-01-02);doi:10.4232/1.13636;310535;,265359;2020/06/16;5000 bis 20000;Schleswig-Holstein;West;m;80;Studium;nein;zwei;zwei;weiß nicht, keine Angabe;ja;1.500 bis unter 2.500 Euro;Festnetz;weiß nicht, keine Angabe;weniger wichtig;sehr wichtig;weniger wichtig;wichtig;ja;eher zufrieden;weiß nicht, keine Angabe;eher unzufrieden;weniger gut;stark;ja;eher gegen Ausbau mit 5G;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;genannt; ;genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;Strahlenverbreitung;stimme eher nicht zu;stimme voll und ganz zu;stimme voll und ganz zu;stimme gar nicht zu;nein
7674;1.0.0 (2021-01-02);doi:10.4232/1.13636;311770;,588107;2020/06/18;50000 bis 100000;Niedersachsen;West;w;56;Mittlerer Bildungsabschl;ja;zwei;zwei;weiß nicht, keine Angabe;ja;1.500 bis unter 2.500 Euro;Mobilfunk;weiß nicht, keine Angabe;weniger wichtig;wichtig;gar nicht wichtig;weiß nicht, keine Angabe;ja;eher zufrieden;eher zufrieden;eher zufrieden;weiß nicht, keine Angabe;weniger stark;nein; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
7674;1.0.0 (2021-01-02);doi:10.4232/1.13636;315319;,790067;2020/06/18;100000 bis 500000;Baden-Württemberg;West;m;24;Abitur;nein;drei;drei;CDU/CSU;ja;keine Angabe;Mobilfunk;weniger wichtig;sehr wichtig;sehr wichtig;weniger wichtig;wichtig;ja;sehr zufrieden;eher zufrieden;eher zufrieden;gut;weniger stark;ja;weiß nicht, keine Angabe;nicht genannt;nicht genannt;genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;Industrie hat Vorteile;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;bischen überflüssig, da 4G noch nicht richtig ausgebaut, auf 4G konzentrieren!;stimme eher nicht zu;stimme gar nicht zu;stimme voll und ganz zu;stimme gar nicht zu;nein
7674;1.0.0 (2021-01-02);doi:10.4232/1.13636;324172;,226934;2020/06/16;500000 und mehr;Hamburg;West;m;60;Mittlerer Bildungsabschl;ja;drei;zwei;AfD;ja;3.500 Euro und mehr;Mobilfunk;wichtig;weiß nicht, keine Angabe;wichtig;sehr wichtig;wichtig;ja;sehr zufrieden;sehr zufrieden;sehr unzufrieden;gut;weniger stark;ja;eher für Ausbau mit 5G;genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;noch schnelleres Internet und schnellere Verbindung;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;genannt;nicht genannt; ;stimme voll und ganz zu;stimme eher zu;stimme voll und ganz zu;stimme gar nicht zu;nein
7674;1.0.0 (2021-01-02);doi:10.4232/1.13636;326413;1,549539;2020/06/18;500000 und mehr;Bayern;West;m;61;Volks-, Hauptschule;ja;zwei;zwei;Piratenpartei;ja;3.500 Euro und mehr;Mobilfunk;weniger wichtig;wichtig;weniger wichtig;weniger wichtig;wichtig;ja;eher zufrieden;eher zufrieden;eher unzufrieden;weniger gut;weniger stark;ja;eher für Ausbau mit 5G;nicht genannt;genannt;nicht genannt;genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;Neue technologien brauchen es, autonomes fahren,infrastruktur ist darauf angewiesen;genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;Strahlung;stimme voll und ganz zu;weiß nicht, keine Angabe;stimme eher zu;stimme gar nicht zu;nein
7674;1.0.0 (2021-01-02);doi:10.4232/1.13636;329865;,649484;2020/06/17;500000 und mehr;Berlin;West;m;65;Abitur;nein;eine Person;eine Person;Bündnis `90, Die Grünen;ja;bis unter 1.500 Euro;Mobilfunk;wichtig;weniger wichtig;wichtig;weniger wichtig;gar nicht wichtig;ja;sehr zufrieden;eher zufrieden;eher zufrieden;gar nicht gut;gar nicht;ja;weiß nicht, keine Angabe;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;genannt; ;nicht genannt;nicht genannt;nicht genannt;nicht genannt;genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;Wird vermutlich teurer.;stimme eher zu;weiß nicht, keine Angabe;stimme eher zu;stimme gar nicht zu;weiß nicht, keine Angabe
7674;1.0.0 (2021-01-02);doi:10.4232/1.13636;334392;,397907;2020/06/18;500000 und mehr;Bayern;West;w;27;Studium;ja;zwei;zwei;SPD;ja;2.500 bis unter 3.500 Euro;Mobilfunk;weniger wichtig;wichtig;sehr wichtig;wichtig;weniger wichtig;ja;sehr zufrieden;sehr zufrieden;eher unzufrieden;weniger gut;stark;ja;eher für Ausbau mit 5G;genannt;genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;Vor allem der technische Ausbau im Vergleich zu anderen Ländern. Schnellere Vernetzung.;nicht genannt;nicht genannt;nicht genannt;nicht genannt;genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;Jeder muss aufrüsten bezüglich der technischen Ausstattung. Hohe Kosten.;stimme eher zu;stimme eher zu;stimme voll und ganz zu;stimme gar nicht zu;ja
7674;1.0.0 (2021-01-02);doi:10.4232/1.13636;342117;,23585;2020/06/17;100000 bis 500000;Brandenburg;Ost;m;51;Studium;ja;vier;zwei;AfD;ja;3.500 Euro und mehr;Mobilfunk;sehr wichtig;wichtig;wichtig;wichtig;sehr wichtig;nein; ; ; ;weniger gut;gar nicht;ja;weiß nicht, keine Angabe;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;genannt; ;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;genannt; ;weiß nicht, keine Angabe;weiß nicht, keine Angabe;stimme voll und ganz zu;stimme gar nicht zu;nein
7674;1.0.0 (2021-01-02);doi:10.4232/1.13636;350011;,238379;2020/06/18;20000 bis 50000;Schleswig-Holstein;West;m;53;Abitur;nein;eine Person;eine Person;AfD;ja;1.500 bis unter 2.500 Euro;Festnetz;wichtig;wichtig;weniger wichtig;weniger wichtig;sehr wichtig;ja;eher zufrieden;eher zufrieden;eher zufrieden;weniger gut;stark;ja;eher für Ausbau mit 5G;genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;Internet läuft schneller und flächendeckend;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;rein sicherheitstechnische Bedenken da China den Ausbau ausführen soll;stimme voll und ganz zu;weiß nicht, keine Angabe;weiß nicht, keine Angabe;stimme gar nicht zu;nein
7674;1.0.0 (2021-01-02);doi:10.4232/1.13636;352274;1,64631;2020/06/17;20000 bis 50000;Schleswig-Holstein;West;m;57;Volks-, Hauptschule;ja;drei;zwei;CDU/CSU;ja;1.500 bis unter 2.500 Euro;Festnetz;weniger wichtig;weiß nicht, keine Angabe;weiß nicht, keine Angabe;sehr wichtig;sehr wichtig;ja;sehr zufrieden;sehr zufrieden;eher unzufrieden;gut;weniger stark;nein; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
7674;1.0.0 (2021-01-02);doi:10.4232/1.13636;353390;,308466;2020/06/16;100000 bis 500000;Bayern;West;m;53;Studium;ja;vier;vier;CDU/CSU;ja;3.500 Euro und mehr;Mobilfunk;sehr wichtig;sehr wichtig;weniger wichtig;sehr wichtig;sehr wichtig;ja;eher zufrieden;sehr zufrieden;eher zufrieden;gar nicht gut;stark;ja;eher für Ausbau mit 5G;genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;Datengeschwindigkeit, Echtzeitübertragung;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;genannt;nicht genannt; ;stimme voll und ganz zu;stimme gar nicht zu;stimme eher zu;stimme gar nicht zu;nein
7674;1.0.0 (2021-01-02);doi:10.4232/1.13636;354388;,232097;2020/06/16;100000 bis 500000;Schleswig-Holstein;West;w;67;Mittlerer Bildungsabschl;nein;eine Person;eine Person;Die Linke;ja;bis unter 1.500 Euro;Mobilfunk;sehr wichtig;wichtig;sehr wichtig;sehr wichtig;wichtig;ja;sehr zufrieden;eher unzufrieden;sehr unzufrieden;weniger gut;weniger stark;ja;weiß nicht, keine Angabe;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;genannt;nicht genannt; ;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;genannt;nicht genannt; ;stimme eher zu;stimme gar nicht zu;stimme eher nicht zu;stimme gar nicht zu;nein
7674;1.0.0 (2021-01-02);doi:10.4232/1.13636;356339;,233131;2020/06/16;5000 bis 20000;Brandenburg;Ost;w;65;Mittlerer Bildungsabschl;nein;eine Person;eine Person;CDU/CSU;ja;bis unter 1.500 Euro;Mobilfunk;wichtig;wichtig;wichtig;wichtig;weniger wichtig;ja;eher zufrieden;eher zufrieden;eher zufrieden;gut;weniger stark;nein; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
7674;1.0.0 (2021-01-02);doi:10.4232/1.13636;358699;,210235;2020/06/18;20000 bis 50000;Schleswig-Holstein;West;w;71;Abitur;nein;drei;drei;Bündnis `90, Die Grünen;ja;3.500 Euro und mehr;Festnetz;sehr wichtig;sehr wichtig;sehr wichtig;sehr wichtig;sehr wichtig;ja;sehr unzufrieden;weiß nicht, keine Angabe;weiß nicht, keine Angabe;sehr gut;sehr stark;ja;eher für Ausbau mit 5G;nicht genannt;nicht genannt;nicht genannt;nicht genannt;genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;besseren Empfang;nicht genannt;nicht genannt;genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;nicht genannt;Umweltbelastung;stimme eher zu;stimme eher zu;stimme eher nicht zu;stimme gar nicht zu;nein
